"Код заказа","Номер по каталогу","Наименование","Ед.изм.","Цена руб","Количество заказано","Вес кг.","Сумма заказа руб.","Вес заказа кг."
"МД-00002960","54112-1101010-30","Бак топливный голый 170л. 950*400*490 (дл*выс*шир) низкая горловина, полуоборотная крышка / КМЗ","шт","5551","","29","0","0"
"МД-00013817","53215-1101010-30","Бак топливный голый 170л. 950*400*490 ЕВРО (дл*выс*шир) низкая горловина, полуоборотная крышка / КМЗ","шт","5551","","28.54","0","0"
"МД-00010001","54112-1101010 / К0000255","Бак топливный голый 170л. 950*405*498 (дл*выс*шир) высокая горловина, откидная крышка / Бакор","шт","6487","","50","0","0"
"МД-00002655","54112-1101010 / П0000083","Бак топливный голый 170л. 950*405*498 (дл*выс*шир) низкая горловина, полуоборотная крышка / Бакор","шт","6487","","50","0","0"
"МД-00022441","5320-1101010","Бак топливный голый 170л. 950*413*493 (дл*выс*шир) низкая горловина, полуоборотная  крышка / Автотехнология","шт","6476","","30","0","0"
"МД-00010002","5320-1101010 / К0000411","Бак топливный голый 210л. 690*530*650 (дл*выс*шир) высокая горловина, откидная крышка / Бакор","шт","7183","","45","0","0"
"МД-00002656","5320-1101010 / П0000114","Бак топливный голый 210л. 690*530*650 (дл*выс*шир) низкая горловина, полуоборотная крышка / Бакор","шт","7183","","45","0","0"
"МД-00020230","53215-1101010","Бак топливный голый 210л. 710*540*640 ЕВРО (дл*выс*шир) низкая горловина, полуоборотная крышка / КМЗ","шт","6548","","0.001","0","0"
"МД-00001825","5320-1101010","Бак топливный голый 210л. 750*530*650 (дл*выс*шир) низкая горловина, полуоборотная крышка / КМЗ","шт","6548","","40","0","0"
"МД-00009604","53215-1101010","Бак топливный голый 210л. 750*530*650 ЕВРО (дл*выс*шир) низкая горловина, полуоборотная крышка / КМЗ","шт","6548","","27","0","0"
"МД-00010074","5320-1101010","Бак топливный голый 250л. 1360*400*490 (дл*выс*шир) высокая горловина, полуоборотная крышка / КМЗ","шт","7212","","30","0","0"
"МД-00001834","5320-1101010","Бак топливный голый 250л. 1360*400*490 (дл*выс*шир) низкая горловина, полуоборотная крышка / КМЗ","шт","7212","","30","0","0"
"МД-00010003","5320-1101010 / П0000231","Бак топливный голый 250л. 1360*405*498 (дл*выс*шир) высокая горловина, откидная крышка / Бакор","шт","7901","","56","0","0"
"МД-00002658","5320-1101010 / П0000232","Бак топливный голый 250л. 1360*405*498 (дл*выс*шир) низкая горловина, полуоборотная крышка / Бакор","шт","7901","","56","0","0"
"МД-00022443","5320-1101010","Бак топливный голый 250л. 1360*413*493 (дл*выс*шир) низкая горловина, полуоборотная крышка / Автотехнология","шт","7883","","40","0","0"
"МД-00006288","5320-1101010","Бак топливный голый 300л.  790*660*660 (дл*выс*шир) низкая горловина, полуоборотная крышка / КМЗ","шт","7952","","46","0","0"
"МД-00009053","53215-1101010","Бак топливный голый 300л.  790*660*660 ЕВРО (дл*выс*шир) низкая горловина, полуоборотная крышка / КМЗ","шт","7952","","46","0","0"
"МД-00016523","54112-1101010 / Н002993","Бак топливный голый 300л.  810*650*650 (дл*выс*шир) низкая горловина, полуоборотная крышка / Бакор","шт","8793","","0.001","0","0"
"МД-00006213","54112-1101010-30","Бак топливный голый 300л.  900*540*640 (дл*выс*шир) низкая горловина, полуоборотная крышка / КМЗ","шт","7952","","46","0","0"
"МД-00016093","54112-1101010 / П0000240","Бак топливный голый 300л.  990*530*650 (дл*выс*шир) высокая горловина, откидная крышка / Бакор","шт","8778","","46","0","0"
"МД-00018831","Н0000611","Бак топливный голый 300л. УРАЛ 1080*433*673 (дл*выс*шир) на УРАЛ высокая горловина, откидная крышка / Бакор","шт","9088.56","","0.001","0","0"
"МД-00012814","54112-1101010-30","Бак топливный голый 350л. 1050*540*640 (дл*выс*шир) высокая горловина, откидная крышка / КМЗ","шт","8966","","61","0","0"
"МД-00016524","54112-1101010-30","Бак топливный голый 350л. 1050*540*640 (дл*выс*шир) высокая горловина, полуоборотная крышка /  КМЗ","шт","8576","","45.8","0","0"
"МД-00001824","54112-1101010-30","Бак топливный голый 350л. 1050*540*640 (дл*выс*шир) низкая горловина, полуоборотная крышка / КМЗ","шт","8576","","50.8","0","0"
"МД-00019880","53215-1101010-10","Бак топливный голый 350л. 1050*540*640 ЕВРО (дл*выс*шир) низкая горловина, полуоборотная крышка / КМЗ","шт","8576","","0.001","0","0"
"МД-00010006","54112-1101010-30 / 00000556","Бак топливный голый 350л. 1150*530*650 (дл*выс*шир) высокая горловина, откидная крышка / Бакор","шт","9458","","62","0","0"
"МД-00006197","54112-1101010-30","Бак топливный голый 350л. 1150*530*650 (дл*выс*шир) высокая горловина, полуоборотная крышка / КМЗ","шт","8576","","55","0","0"
"МД-00022445","54112-1101010","Бак топливный голый 350л. 1150*530*650 (дл*выс*шир) низкая горловина, полуоборотная крышка / Автотехнология","шт","9449","","40","0","0"
"МД-00002659","54112-1101010-30 / П0000120","Бак топливный голый 350л. 1150*530*650 (дл*выс*шир) низкая горловина, полуоборотная крышка / Бакор","шт","9458","","62","0","0"
"МД-00016516","54112-1101010-10","Бак топливный голый 350л. 1150*530*650 (дл*выс*шир) низкая горловина, полуоборотная крышка / КМЗ","шт","8576","","55","0","0"
"МД-00019826","53215-1101010 / П0016324","Бак топливный голый 350л. 1150*530*650 ЕВРО (дл*выс*шир) высокая горловина, откидная крышка / Бакор","шт","9458","","0.001","0","0"
"МД-00015856","53215-1101010 / П0016325","Бак топливный голый 350л. 1150*530*650 ЕВРО (дл*выс*шир) низкая горловина, полуоборотная крышка / Бакор","шт","9458","","62","0","0"
"МД-00001828","53215-1101010-10","Бак топливный голый 350л. 1150*530*650 ЕВРО (дл*выс*шир) низкая горловина, полуоборотная крышка / КМЗ","шт","8576","","61","0","0"
"МД-00019166","П0000244","Бак топливный голый 370л. 1000*650*650 (дл*выс*шир) низкая горловина, полуоборотная крышка / Бакор ","шт","10222","","0.001","0","0"
"МД-00001830","54112-1101010-30","Бак топливный голый 400л. 1040*660*660 (дл*выс*шир) низкая горловина, полуоборотная крышка / КМЗ","шт","9667","","70.5","0","0"
