"Код заказа","Номер по каталогу","Наименование","Ед.изм.","Цена руб","Количество заказано","Вес кг.","Сумма заказа руб.","Вес заказа кг."
"ДН004857","236-1601215-Б","Вал вилки сцепления 236 (фосфат)","шт","435","","2","0","0"
"ДН004288","236-1307023","Вал водяного насоса","шт","180","","0.3","0","0"
"ДН14255","JS150T-1701105-В","Вал вторичный (синх. коробка)","шт","3000","","0","0","0"
"ДН012124","18729","Вал вторичный 9JS135A-G1800","шт","4800","","0","0","0"
"ДН005285","202-1701105","Вал вторичный голый (КПП МАЗ)","шт","20160","","0","0","0"
"ДН002882","238-1721105","Вал вторичный делителя","шт","2600","","9.3","0","0"
"ДН004564","236-1701105-Б","Вал вторичный КПП ЯМЗ Автодизель","шт","10380","","14.05","0","0"
"ДН002881","236-1701105-Б","Вал вторичный КПП 236","шт","4860","","14.05","0","0"
"ДН003364","238Н-1701103-А","Вал вторичный КПП z=25","шт","5820","","14.05","0","0"
"ДН003739","238М-1701103","Вал вторичный КПП z=30","шт","6600","","10.5","0","0"
"ДН010564","239-1701105","Вал вторичный КПП-239 ЯМЗ","шт","21900","","0","0","0"
"ДН013594","12JS200T-1707105","Вал выходной (делителя); L=307мм, d=71, шлиц=28, d=75, шлиц=18, М50х1,5","шт","2900","","8.82","0","0"
"ДН012139","F-99882","Вал выходной демультипликатора КПП Китай 9JS135A-G1800М, 50мм; ф63мм-49шлиц; ф74мм-18шлиц","шт","6500","","6.8","0","0"
"ДН009295","202-1721306-10","Вал выходной демультипликатора с сателлитами","шт","49000","","0","0","0"
"ДН14077","238М-1721312-51","Вал выходной с удлинителем демультипликатора голый КМД (фосфат)","шт","11550","","0","0","0"
"ДН004105","238М-1721312-51","Вал выходной с удлинителем демультипликатора","шт","10965","","15.1","0","0"
"ДН14315","238М-1721312-51","Вал выходной с удлинителем демультипликатора ТМЗ","шт","12000","","0","0","0"
"ДН009671","6430-2502160-020","Вал задний среднего моста 16 шлиц.(D=65мм, L=435мм) КМД","шт","4800","","7","0","0"
"ДН012984","6430-2502160-050","Вал задний среднего моста 24 шлица (D=65мм,L=435мм) КМД","шт","5250","","7","0","0"
"ДН005154","6303-2502160","Вал задний среднего моста (D=60мм, L=420мм)","шт","4725","","5.8","0","0"
"ДН013553","6303-2502160-020","Вал задний среднего моста (D=65мм, L=420мм)","шт","3850","","0","0","0"
"ДН013451","5423-2201010-02","Вал карданный L=1574","шт","5520","","0","0","0"
"ДН012497","54341-2201010-10","Вал карданный заднего моста L=679мм+85мм, 4 отв,торц. шлицы (ОАО ""Белкард"")","шт","","","0","0","0"
"ДН010231","6303-2201010-02","Вал карданный межосевой 6303 L=730","шт","5100","","0","0","0"
"ДН006305","64221-2201010","Вал карданный межосевой 64221 L=729","шт","7600","","0","0","0"
"ДН008139","64226-2201010-02","Вал карданный межосевой 64226 L=722мм(4 отв)","шт","19150","","34.9","0","0"
"ДН006371","5516-2205010-01","Вал карданный основной 5516 L=1117мм","шт","7300","","0","0","0"
"ДН006304","6422-2205010","Вал карданный основной 6422 L=776; (8отв.)","шт","8200","","0","0","0"
"ДН010051","64229-2205010-01","Вал карданный основной 64229 L=969мм","шт","8800","","0","0","0"
"ДН011436","5434-2218010-030","Вал карданный привода раздаточной коробки","шт","17000","","0","0","0"
"ДН010259","437040-3444050","Вал карданный рулевой в сборе ШНКФ","шт","5700","","0","0","0"
"ДН003289","5336-3444050-10","Вал карданный рулевой нижний","шт","5610","","4.95","0","0"
"ДН003477","4370-3444050-10","Вал карданный рулевой нижний в сборе 4370","шт","7833","","4.5","0","0"
"ДН003476","5440-3444050-10","Вал карданный рулевой нижний в сборе 5440","шт","5035","","4.9","0","0"
"ДН004372","6430-3444050-10","Вал карданный рулевой нижний в сборе 6430","шт","5970","","2.65","0","0"
"ДН006461","5336-3509110","Вал коленчатый компрессора","шт","600","","0","0","0"
"ДН012451","F-99679","Вал механизма переключения передач КПП Китай F99679","шт","1200","","0","0","0"
"ДН010661","241096-3444062","Вал нижний АМАЗ (кардан рулевой, L-560 мм, ОАО ""БААЗ"")","шт","150","","0","0","0"
"ДН012183","201-1721425","Вал отбора мощности в сборе  (Z=16, на МАЗ-64228)","шт","9460","","2.06","0","0"
"ДН009966","239-1721425","Вал отбора мощности КОМ  в сборе 14 зуб.КПП 239","шт","2730","","1.88","0","0"
"ДН006974","JS180A-1701030","Вал первичный JS180A-1701030","шт","3900","","0","0","0"
"ДН012140","JS180A-1701030-3","Вал первичный JS180A-1701030-3","шт","5500","","4.5","0","0"
"ДН003469","2381-1701030","Вал первичный КПП (УСИЛЕННЫЙ) на двигатель 238ДЕ2","шт","6600","","9.3","0","0"
"ДН002003","236Н-1701027-Б","Вал первичный КПП 027 ЯМЗ (Z=28)","шт","3810","","8.55","0","0"
"ДН003651","236Н-1701027-Б","Вал первичный КПП 027 ЯМЗ (Z=28) АВТОДИЗЕЛЬ","шт","6060","","8.55","0","0"
"ДН008303","236Н-1701030 Б","Вал первичный КПП 027 ЯМЗ в сборе с подшипником+гайка","шт","2860","","0","0","0"
"ДН005284","543205-1701030","Вал первичный КПП 202 Белорусия (D=50,7 мм)","шт","10560","","0","0","0"
"ДН009986","239-1701027-10","Вал первичный КПП 239 (D=50,7мм, Z=29)","шт","17850","","10.35","0","0"
"ДН008415","5434-1802025-10","Вал первичный раздаточной коробки","шт","18800","","0","0","0"
"ДН011403","236НЕ-1308050-В3","Вал привода вентилятора  нов.образца 236НЕ; 62мм","шт","270","","0","0","0"
"ДН003983","236-1308050","Вал привода вентилятора старого образца (L=215мм); 67мм","шт","265","","0","0","0"
"ДН006431","236НЕ-1308047","Вал привода гидромуфты ( 7511, 238ДЕ, 238ДЕ-2)","шт","1800","","2","0","0"
"ДН006124","64221-2502128-10","Вал привода мостов","шт","7230","","8.45","0","0"
"ДН009647","6430-2502128","Вал привода мостов 6430 (дифференциала) КМД","шт","4980","","10.08","0","0"
"ДН011435","63171-1802192","Вал привода переднего моста","шт","21000","","0","0","0"
"ДН006354","236-1029154-Б","Вал привода ТНВД старого образца (короткий)","шт","255","","0.61","0","0"
"ДН004064","236-1029154-В","Вал привода ТНВД ЯМЗ 236,238 нового образца (длинный)","шт","345","","0.94","0","0"
"ДН012163","16405","Вал промежуточный (задней передачи) КПП Китай","шт","498","","0","0","0"
"ДН005286","202-1701048","Вал промежуточный (КПП МАЗ)","шт","7900","","0","0","0"
"ДН012385","239-1701048-10","Вал промежуточный (ОАО ЯМЗ)","шт","14350","","0","0","0"
"ДН012160","JS135-1701048","Вал промежуточный JS135-1701048 (19549)","шт","4440","","8.65","0","0"
"ДН003314","238А-1721048","Вал промежуточный делителя","шт","2550","","11.15","0","0"
"ДН012165","A-5119","Вал промежуточный делителя (длинный, 18222) A-5119","шт","5700","","1","0","0"
"ДН012166","A-C-09019","Вал промежуточный делителя (короткий) A-C09019","шт","3700","","0","0","0"
"ДН003099","238Н-1701048","Вал промежуточный КПП (СМАЗ) (20 зуб)","шт","2800","","11.5","0","0"
"ДН002879","236-1701048-13","Вал промежуточный КПП 13 зуб.","шт","3900","","10","0","0"
"ДН004437","236-1701048-13","Вал промежуточный КПП 13 зубьев (ЗАВОД)","шт","8300","","10","0","0"
"ДН002884","236-1701048-16","Вал промежуточный КПП 16зуб.","шт","3045","","10","0","0"
"ДН004373","5336-2916006","Вал стабилизатора в сборе 5336","шт","11650","","20.7","0","0"
"ДН006113","54321-2916006","Вал стабилизатора в сборе 54321","шт","8900","","27.9","0","0"
"ДН010383","5516-2916006","Вал стабилизатора в сборе 5516","шт","12900","","0","0","0"
"ДН011075","6430-2916006","Вал стабилизатора в сборе задний н/о 6430","шт","17100","","43","0","0"
"ДН012107","64221-2906006","Вал стабилизатора в сборе передний (под 3-х лист.)","шт","9950","","0","0","0"
"ДН012604","6430-2916016","Вал стабилизатора задний н/о 6430 голый","шт","16100","","33.1","0","0"
"ДН008213","64221-2906016","Вал стабилизатора передний 64221","шт","7800","","23.5","0","0"
"ДН009701","6430-2906016","Вал стабилизатора передний 6430","шт","7460","","16.4","0","0"
"ДН12127","4370-2905419","Вилка амортизатора  4370","шт","1850","","0","0","0"
"ДН010025","500А-2806115","Вилка буксировочная передняя","шт","1800","","5.6","0","0"
"ДН009244","314-160120-S0031A18878769 (G6)","Вилка выключения сцепления в сборе КПП ZF,Китай","шт","5160","","3","0","0"
"ДН14256","JS180-1601021-9","Вилка выключ.сцепл. КПП Китай","шт","2100","","0","0","0"
"ДН008968","543205-1601203","Вилка выключения сцепления (202); 32мм, L=140мм","шт","10920","","1.3","0","0"
"ДН010614","1830-1601203-01","Вилка выключения сцепления 1830  (d=28мм, L=135мм)","шт","3580","","1.36","0","0"
"ДН004309","183-1601203","Вилка выключения сцепления 183 Автодизель (28мм , L=120)","шт","2640","","1.26","0","0"
